ds,present,level,inflow,outflow,rain
2011-03-18,39.731936463927205,116.96152207655273,5980.338841840103,6047.086307298834,2.06533059987527
2011-03-19,39.69258683954419,116.92647261475727,5974.065823494331,6041.637390157875,2.065484547746755
2011-03-20,39.65323721516118,116.8914231529618,5967.792805148559,6036.188473016917,2.06563849561824
2011-03-21,39.613887590778155,116.85637369116634,5961.519786802786,6030.739555875958,2.0657924434897255
2011-03-22,39.57453796639514,116.82132422937089,5955.246768457015,6025.290638734999,2.065946391361211
2011-03-23,39.53518834201213,116.78627476757542,5948.973750111242,6019.841721594041,2.066100339232696
2011-03-24,39.49583871762911,116.75122530577997,5942.70073176547,6014.392804453082,2.066254287104181
2011-03-25,39.4564890932461,116.7161758439845,5936.427713419697,6008.9438873121235,2.0664082349756665
2011-03-26,39.417139468863084,116.68112638218903,5930.154695073925,6003.494970171165,2.0665621828471514
2011-03-27,39.37778984448006,116.64607692039358,5923.881676728152,5998.046053030206,2.066716130718637
2011-03-28,39.33844022009705,116.61102745859812,5917.608658382381,5992.5971358892475,2.066870078590122
2011-03-29,39.29909059571403,116.57597799680265,5911.335640036608,5987.148218748289,2.0670240264616075
2011-03-30,39.25974097133102,116.5409285350072,5905.062621690836,5981.69930160733,2.0671779743330925
2011-03-31,39.220391346948,116.50587907321173,5898.789603345064,5976.2503844663715,2.067331922204578
2011-04-01,39.181041722564984,116.47082961141626,5892.516584999291,5970.801467325413,2.0674858700760628
2011-04-02,39.14169209818197,116.43578014962081,5886.243566653518,5965.352550184454,2.0676398179475486
2011-04-03,39.102342473798956,116.40073068782534,5879.970548307747,5959.903633043496,2.0677937658190335
2011-04-04,39.062992849415934,116.36568122602988,5873.697529961974,5954.454715902537,2.067947713690519
2011-04-05,39.02364322503292,116.33063176423443,5867.424511616202,5949.005798761578,2.068101661562004
2011-04-06,38.984293600649906,116.29558230243896,5861.15149327043,5943.55688162062,2.068255609433489
2011-04-07,38.94494397626689,116.26053284064349,5854.878474924658,5938.107964479661,2.068409557304974
2011-04-08,38.90559435188388,116.22548337884804,5848.605456578885,5932.659047338702,2.06856350517646
2011-04-09,38.86624472750086,116.19043391705257,5842.332438233113,5927.210130197744,2.068717453047945
2011-04-10,38.82689510311784,116.1553844552571,5836.0594198873405,5921.761213056785,2.0688714009194302
2011-04-11,38.78754547873483,116.12033499346165,5829.786401541568,5916.312295915826,2.069025348790915
2011-04-12,38.748195854351806,116.08528553166619,5823.513383195796,5910.863378774868,2.0691792966624005
2011-04-13,38.70884622996879,116.05023606987073,5817.240364850024,5905.414461633909,2.069333244533886
2011-04-14,38.66949660558578,116.01518660807527,5810.9673465042515,5899.96554449295,2.0694871924053713
2011-04-15,38.63014698120276,115.9801371462798,5804.69432815848,5894.516627351992,2.069641140276856
2011-04-16,38.59079735681975,115.94508768448435,5798.4213098127075,5889.067710211033,2.069795088148341
2011-04-17,38.551447732436735,115.91003822268888,5792.148291466935,5883.6187930700735,2.0699490360198265
2011-04-18,38.512098108599524,115.87498875893037,5785.875272325654,5878.169876717244,2.0701029838913114
2011-04-19,38.472748484762306,115.83993929517189,5779.602253184373,5872.720960364415,2.0702569317627972
2011-04-20,38.43339886092509,115.80488983141339,5773.329234043092,5867.272044011585,2.070410879634282
2011-04-21,38.39404923708788,115.76984036765488,5767.056214901811,5861.823127658757,2.0705648275057675
2011-04-22,38.35469961325066,115.73479090389638,5760.78319576053,5856.374211305927,2.0707187753772525
2011-04-23,38.31534998941345,115.6997414401379,5754.510176619248,5850.925294953097,2.070872723248738
2011-04-24,38.27600036557623,115.6646919763794,5748.237157477967,5845.476378600269,2.0710266711202228
2011-04-25,38.23665074173902,115.62964251262089,5741.964138336686,5840.027462247439,2.0711806189917086
2011-04-26,38.1973011179018,115.59459304886241,5735.691119195406,5834.57854589461,2.0713345668631935
2011-04-27,38.157951494064584,115.55954358510391,5729.418100054124,5829.129629541781,2.071488514734679
2011-04-28,38.11860187022737,115.5244941213454,5723.145080912844,5823.680713188952,2.0716424620165186
2011-04-29,38.07925224639016,115.48944465758692,5716.872061771562,5818.231796836121,2.0717964092983583
2011-04-30,38.039902622552944,115.45439519382842,5710.5990426302815,5812.782880483293,2.0719503565801984
2011-05-01,38.000552998715726,115.41934573006992,5704.326023488999,5807.333964130463,2.0721043038620377
2011-05-02,37.961203374878515,115.38429626631142,5698.053004347718,5801.885047777633,2.0722582511438774
2011-05-03,37.9218537510413,115.34924680255293,5691.779985206437,5796.436131424804,2.0724121984257176
2011-05-04,37.882504127204086,115.31419733879443,5685.506966065156,5790.987215071975,2.0725661457075573
2011-05-05,37.84315450336687,115.27914787503592,5679.233946923875,5785.538298719146,2.072720092989397
2011-05-06,37.80380487952966,115.24409841127743,5672.960927782594,5780.089382366316,2.0728740402712367
2011-05-07,37.76445525569244,115.20904894751894,5666.687908641314,5774.640466013488,2.0730279875530764
2011-05-08,37.72510563185522,115.17399948376044,5660.414889500032,5769.191549660658,2.073181934834916
2011-05-09,37.68575600801801,115.13895002000194,5654.141870358751,5763.742633307829,2.073335882116756
2011-05-10,37.6464063841808,115.10390055624345,5647.8688512174695,5758.293716955,2.0734898293985955
2011-05-11,37.60705676034358,115.06885109248495,5641.595832076189,5752.844800602171,2.0736437766804356
2011-05-12,37.567707136506364,115.03380162872647,5635.322812934907,5747.395884249341,2.0737977239622754
2011-05-13,37.52835751266915,114.99875216496795,5629.049793793627,5741.946967896512,2.073951671244115
2011-05-14,37.489007888831935,114.96370270120946,5622.776774652346,5736.498051543682,2.0741056185259548
2011-05-15,37.44965826499472,114.92865323745097,5616.503755511065,5731.049135190852,2.0742595658077945
2011-05-16,37.410308641157506,114.89360377369246,5610.230736369783,5725.6002188380235,2.074413513089634
2011-05-17,37.370959017320295,114.85855430993396,5603.957717228503,5720.151302485194,2.074567460371474
2011-05-18,37.33160939348308,114.82350484617547,5597.6846980872215,5714.702386132365,2.074721407653314
2011-05-19,37.29225976964586,114.78845538241698,5591.41167894594,5709.253469779535,2.0748753549351537
2011-05-20,37.25291014580864,114.75340591865847,5585.138659804658,5703.804553426707,2.075029302216993
2011-05-21,37.21356052197143,114.71835645489998,5578.865640663377,5698.355637073877,2.075183249498833
2011-05-22,37.17421089813422,114.68330699114149,5572.592621522097,5692.906720721048,2.075337196780673
2011-05-23,37.134861274297,114.648257527383,5566.319602380815,5687.457804368219,2.0754911440625126
2011-05-24,37.09551165045979,114.61320806362448,5560.046583239535,5682.00888801539,2.0756450913443523
2011-05-25,37.05616202662257,114.578158599866,5553.773564098253,5676.55997166256,2.0757990386261924
2011-05-26,37.016812402785355,114.5431091361075,5547.500544956973,5671.1110553097315,2.075952985908032
2011-05-27,36.977462778948144,114.50805967234899,5541.227525815691,5665.662138956901,2.0761069331898714
2011-05-28,36.93811315511093,114.47301020859051,5534.95450667441,5660.213222604071,2.076260880471711
2011-05-29,36.898763531273715,114.43796074483201,5528.681487533128,5654.7643062512425,2.0764148277535512
2011-05-30,36.8594139074365,114.40291128107351,5522.408468391848,5649.315389898413,2.076568775035391
2011-05-31,36.82006428359929,114.367861817315,5516.135449250566,5643.866473545584,2.0767227223172307
2011-06-01,36.78071465976207,114.33281235355652,5509.862430109286,5638.417557192754,2.0768766695990704
2011-06-02,36.74136503592486,114.29776288979802,5503.589410968005,5632.968640839926,2.07703061688091
2011-06-03,36.70201541208764,114.26271342603951,5497.316391826724,5627.519724487096,2.0771845641627498
2011-06-04,36.66266578825043,114.22766396228103,5491.043372685443,5622.070808134267,2.0773385114445895
2011-06-05,36.62331616441321,114.19261449852253,5484.7703535441615,5616.621891781438,2.0774924587264296
2011-06-06,36.58396654057599,114.15756503476403,5478.49733440288,5611.172975428608,2.0776464060082693
2011-06-07,36.54461691673878,114.12251557100554,5472.224315261598,5605.724059075779,2.077800353290109
2011-06-08,36.50526729290157,114.08746610724704,5465.951296120318,5600.27514272295,2.0779543005719483
2011-06-09,36.46591766906435,114.05241664348854,5459.678276979036,5594.826226370121,2.0781082478537884
2011-06-10,36.426568045227135,114.01736717973004,5453.405257837756,5589.377310017291,2.078262195135628
2011-06-11,36.38721842138992,113.98231771597155,5447.132238696474,5583.9283936644615,2.078416142417468
2011-06-12,36.34786879755271,113.94726825221305,5440.859219555194,5578.479477311632,2.0785700896993076
2011-06-13,36.308519173715496,113.91221878845455,5434.586200413912,5573.030560958803,2.0787240369811477
2011-06-14,36.26916954987828,113.87716932469606,5428.3131812726315,5567.581644605973,2.0788779842629874
2011-06-15,36.22981992604107,113.84211986093756,5422.0401621313495,5562.132728253145,2.0790319315448267
2011-06-16,36.19047030220385,113.80707039717906,5415.767142990069,5556.683811900315,2.079185878826667
2011-06-17,36.15112067836663,113.77202093342056,5409.494123848788,5551.234895547485,2.0793398261085065
2011-06-18,36.11177105452942,113.73697146966207,5403.221104707507,5545.785979194657,2.0794937733903462
2011-06-19,36.07242143069221,113.70192200590357,5396.948085566225,5540.337062841827,2.079647720672186
2011-06-20,36.03307180685499,113.66687254214509,5390.675066424945,5534.888146488998,2.079801667954026
2011-06-21,35.99372218301778,113.63182307838657,5384.402047283664,5529.439230136169,2.0799556152358654
2011-06-22,35.95437255918056,113.59677361462808,5378.129028142383,5523.99031378334,2.080109562517705
2011-06-23,35.915022935343345,113.56172415086958,5371.8560090011015,5518.54139743051,2.0802635097995448
2011-06-24,35.87567331150613,113.5266746871111,5365.58298985982,5513.0924810776805,2.080417457081385
2011-06-25,35.836323687668916,113.49162522335259,5359.309970718539,5507.643564724852,2.0805714043632246
2011-06-26,35.796974063831705,113.45657575959409,5353.036951577257,5502.194648372021,2.0807253516450643
2011-06-27,35.75762443999449,113.4215262958356,5346.763932435977,5496.7457320191925,2.080879298926904
2011-06-28,35.71827481615727,113.38647683207711,5340.490913294696,5491.296815666363,2.0810332462087437
2011-06-29,35.67892519232006,113.3514273683186,5334.217894153415,5485.847899313534,2.0811871934905835
2011-06-30,35.63957556848284,113.31637790456011,5327.944875012133,5480.398982960704,2.081341140772423
2011-07-01,35.60022594464563,113.28132844080162,5321.671855870853,5474.950066607876,2.0814950880542633
2011-07-02,35.56087632080841,113.2462789770431,5315.3988367295715,5469.501150255046,2.081649035336103
2011-07-03,35.5215266969712,113.21122951328462,5309.12581758829,5464.052233902217,2.0818029826179427
2011-07-04,35.48217707313398,113.17618004952612,5302.852798447008,5458.603317549388,2.081956929899782
2011-07-05,35.442827449296765,113.14113058576763,5296.579779305728,5453.154401196559,2.082110877181622
2011-07-06,35.403477825459554,113.10608112200912,5290.306760164447,5447.705484843729,2.082264824463462
2011-07-07,35.36412820162234,113.07103165825063,5284.033741023166,5442.256568490899,2.0824187717453015
2011-07-08,35.324778577785125,113.03598219449214,5277.760721881885,5436.807652138071,2.0825727190271413
2011-07-09,35.28542895394791,113.00093273073362,5271.487702740604,5431.35873578524,2.0827266663089814
2011-07-10,35.246079330110696,112.96588326697514,5265.214683599323,5425.9098194324115,2.082880613590821
2011-07-11,35.20672970627348,112.93083380321664,5258.9416644580415,5420.460903079582,2.0830345608726604
2011-07-12,35.16738008243627,112.89578433945815,5252.66864531676,5415.011986726753,2.0831885081545005
2011-07-13,35.128030458599056,112.86073487569965,5246.395626175479,5409.563070373923,2.0833424554363402
2011-07-14,35.08868083476184,112.82568541194115,5240.122607034198,5404.114154021095,2.08349640271818
2011-07-15,35.04933121092462,112.79063594818265,5233.849587892916,5398.665237668265,2.0836503500000196
2011-07-16,35.0099815870874,112.75558648442416,5227.576568751636,5393.216321315436,2.08380429728186
2011-07-17,34.97063196325019,112.72053702066566,5221.303549610355,5387.767404962607,2.083958244563699
2011-07-18,34.93128233941298,112.68548755690716,5215.030530469074,5382.318488609778,2.0841121918455388
2011-07-19,34.89193271557576,112.65043809314867,5208.757511327793,5376.869572256948,2.084266139127379
2011-07-20,34.852583091738545,112.61538862939017,5202.4844921865115,5371.420655904119,2.0844200864092186
2011-07-21,34.813233467901334,112.58033916563167,5196.21147304523,5365.97173955129,2.0845740336910583
2011-07-22,34.773883844064116,112.54528970187317,5189.938453903949,5360.522823198459,2.084727980972898
2011-07-23,34.734534220226905,112.51024023811468,5183.665434762668,5355.0739068456305,2.084881928254738
2011-07-24,34.695184596389694,112.47519077435618,5177.392415621387,5349.624990492801,2.0850358755365774
2011-07-25,34.655834972552476,112.44014131059768,5171.119396480106,5344.176074139972,2.085189822818417
2011-07-26,34.61648534871526,112.4050918468392,5164.846377338825,5338.7271577871425,2.085343770100257
2011-07-27,34.57713572487804,112.37004238308069,5158.573358197544,5333.278241434314,2.085497717382097
2011-07-28,34.53778610104083,112.33499291932219,5152.300339056263,5327.829325081484,2.0856516646639367
2011-07-29,34.49843647720362,112.2999434555637,5146.0273199149815,5322.380408728655,2.0858056119457764
2011-07-30,34.4590868533664,112.26489399180521,5139.7543007737,5316.931492375826,2.085959559227616
2011-07-31,34.41973722952918,112.22984452804671,5133.48128163242,5311.482576022996,2.086113506509456
2011-08-01,34.38038760569197,112.18879160022455,5127.208259218699,5306.033659670166,2.0862674537912955
2011-08-02,34.34013581172251,112.14773867240238,5120.935236804978,5300.584743043917,2.0864214010731352
2011-08-03,34.299884017753044,112.10668574458022,5114.6622143912555,5295.135826417668,2.0865753483549754
2011-08-04,34.25963222378358,112.06563281675805,5108.389191977534,5289.68690979142,2.086729295636815
2011-08-05,34.219380429814116,112.02457988893588,5102.116169563813,5284.23799316517,2.0868832429186543
2011-08-06,34.17912863584466,111.98352696111372,5095.843147150091,5278.789076538921,2.087037190200494
2011-08-07,34.13887684187519,111.94247403329156,5089.5701247363695,5273.340159912671,2.087191137482334
2011-08-08,34.098625047905735,111.9014211054694,5083.297102322648,5267.891243286422,2.087345084764174
2011-08-09,34.05837325393627,111.86036817764723,5077.024079908927,5262.442326660173,2.0874990320460136
2011-08-10,34.01812145996681,111.81931524982507,5070.751057495206,5256.993410033924,2.0876529793278533
2011-08-11,33.97786966599734,111.77826232200289,5064.478035081484,5251.544493407675,2.0878069266096935
2011-08-12,33.93761787202788,111.73720939418072,5058.205012667763,5246.095576781425,2.0879608738915327
2011-08-13,33.89736607805841,111.69615646635857,5051.931990254042,5240.646660155176,2.0881148211733724
2011-08-14,33.85711428408895,111.65510353853641,5045.65896784032,5235.197743528927,2.0882687684552126
2011-08-15,33.81686249011949,111.61405061071424,5039.3859454265985,5229.748826902678,2.0884227157370523
2011-08-16,33.77661069615002,111.57299768289208,5033.112923012877,5224.299910276429,2.088576663018892
2011-08-17,33.73635890218056,111.53194475506992,5026.839900599156,5218.85099365018,2.0887306103007317
2011-08-18,33.6961071082111,111.49089182724775,5020.566878185435,5213.402077023931,2.0888845575825714
2011-08-19,33.655855314241634,111.44983889942559,5014.293855771713,5207.953160397681,2.089038504864411
2011-08-20,33.615603520272174,111.40878597160342,5008.020833357991,5202.504243771432,2.089192452146251
2011-08-21,33.575351726302706,111.36773304378126,5001.74781094427,5197.055327145183,2.0893463994280905
2011-08-22,33.53509993233325,111.32668011595909,4995.474788530549,5191.606410518933,2.089500351603944
2011-08-23,33.494848138363785,111.28562718813693,4989.201766116827,5186.157493892685,2.0896543037797968
2011-08-24,33.454596344394325,111.24457426031475,4982.928743703105,5180.708577266435,2.08980825595565
2011-08-25,33.41434455042486,111.2035213324926,4976.655721289384,5175.259660640186,2.0899622081315026
2011-08-26,33.3740927564554,111.16246840467043,4970.382698875663,5169.8107440139365,2.090116160307356
2011-08-27,33.33384096248594,111.12141547684827,4964.1096764619415,5164.361827387687,2.090270112483209
2011-08-28,33.29358916851647,111.0803625490261,4957.83665404822,5158.912910761439,2.090424064659062
2011-08-29,33.25333737454701,111.03930962120394,4951.563631634499,5153.463994135189,2.0905780168349146
2011-08-30,33.21308558057754,110.99825669338179,4945.290609220778,5148.01507750894,2.090731969010768
2011-08-31,33.17283378660808,110.95720376555961,4939.0175868070555,5142.56616088269,2.090885921186621
2011-09-01,33.13258199263861,110.91615083773745,4932.744564393334,5137.117244256442,2.091039873362474
2011-09-02,33.09233019866916,110.87509790991528,4926.471541979613,5131.668327630193,2.091193825538327
2011-09-03,33.05207840469969,110.83404498209312,4920.198519565892,5126.219411003943,2.09134777771418
2011-09-04,33.01182661073023,110.79299205427095,4913.9254971521705,5120.770494377694,2.091501729890033
2011-09-05,32.971574816760764,110.75193912644879,4907.652474738448,5115.321577751444,2.0916556820658863
2011-09-06,32.931323022791304,110.71088619862662,4901.379452324727,5109.872661125196,2.091809634241739
2011-09-07,32.891071228821836,110.66983327080446,4895.106429911006,5104.423744498947,2.091963586417592
2011-09-08,32.850819434852376,110.6287803429823,4888.8334074972845,5098.9748278726975,2.092117538593445
2011-09-09,32.81056764088291,110.58772741516013,4882.560385083563,5093.525911246448,2.092271490769298
2011-09-10,32.77031584691345,110.54667448733797,4876.287362669842,5088.076994620198,2.092425442945151
2011-09-11,32.73006405294399,110.5056215595158,4870.014340256121,5082.62807799395,2.092579395121004
2011-09-12,32.68981225897453,110.46456863169365,4863.741317842399,5077.1791613677005,2.092733347296857
2011-09-13,32.64956046500506,110.42351570387147,4857.468295428678,5071.730244741451,2.09288729947271
2011-09-14,32.6093086710356,110.38246277604931,4851.195273014956,5066.281328115202,2.0930412516485633
2011-09-15,32.56905687706613,110.34140984822714,4844.922250601235,5060.832411488953,2.093195203824416
2011-09-16,32.52880508309667,110.30035692040498,4838.649228187513,5055.383494862704,2.0933491560002695
2011-09-17,32.4885532891272,110.25930399258282,4832.376205773791,5049.934578236454,2.093503108176122
2011-09-18,32.44830149515775,110.21825106476066,4826.10318336007,5044.485661610205,2.0936570603519753
2011-09-19,32.40804970118828,110.17719813693849,4819.830160946349,5039.036744983956,2.093811012527828
2011-09-20,32.36779790721882,110.13614520911632,4813.5571385326275,5033.587828357708,2.0939649647036815
2011-09-21,32.327546113249355,110.09509228129416,4807.284116118906,5028.138911731458,2.094118916879534
2011-09-22,32.287294319279894,110.05403935347199,4801.011093705185,5022.689995105208,2.0942728690553873
2011-09-23,32.247042525310434,110.01298642564984,4794.738071291463,5017.241078478959,2.0944268212312402
2011-09-24,32.206790731340966,109.97193349782768,4788.4650488777415,5011.792161852711,2.0945807734070936
2011-09-25,32.166538937371506,109.93088057000551,4782.19202646402,5006.3432452264615,2.0947347255829465
2011-09-26,32.12628714340204,109.88982764218333,4775.919004050299,5000.894328600212,2.0948886777587994
2011-09-27,32.08603534943258,109.84877471436117,4769.645981636578,4995.445411973962,2.0950426299346523
2011-09-28,32.04578355546312,109.807721786539,4763.3729592228565,4989.996495347713,2.095196582110505
2011-09-29,32.00553176149366,109.76666885871684,4757.099936809135,4984.547578721465,2.0953505342863585
2011-09-30,31.96527996752419,109.72561593089469,4750.826914395414,4979.098662095215,2.095504486462211
2011-10-01,31.925028173554725,109.68456300307253,4744.553891981692,4973.649745468966,2.0956584386380643
2011-10-02,31.88477637958526,109.64351007525035,4738.2808695679705,4968.200828842717,2.0958123908139172
2011-10-03,31.844524585615797,109.60245714742818,4732.007847154248,4962.751912216469,2.0959663429897706
2011-10-04,31.80427279164634,109.56140421960602,4725.734824740527,4957.302995590218,2.0961202951656235
2011-10-05,31.764020997676873,109.52035129178385,4719.461802326806,4951.854078963969,2.0962742473414764
2011-10-06,31.723769203707413,109.4792983639617,4713.1887799130845,4946.40516233772,2.0964281995173293
2011-10-07,31.68351740973795,109.43824543613954,4706.915757499363,4940.956245711471,2.0965821516931826
2011-10-08,31.643265615768485,109.39719250831737,4700.642735085642,4935.507329085222,2.0967361038690355
2011-10-09,31.603013821799024,109.3561395804952,4694.369712671921,4930.058412458972,2.0968900560448884
2011-10-10,31.56276202782956,109.31508665267303,4688.0966902581995,4924.609495832723,2.0970440082207413
2011-10-11,31.522510233860096,109.27403372485087,4681.823667844477,4919.160579206474,2.0971979603965947
2011-10-12,31.482258439890632,109.2329807970287,4675.550645430756,4913.711662580225,2.0973519125724476
2011-10-13,31.442006645921172,109.19192786920655,4669.277623017035,4908.262745953976,2.0975058647483005
2011-10-14,31.401754851951704,109.15087494138439,4663.0046006033135,4902.813829327726,2.0976598169241534
2011-10-15,31.361503057982247,109.10982201356221,4656.731578189592,4897.364912701477,2.0978137691000067
2011-10-16,31.321251264012783,109.06876908574004,4650.458555775871,4891.915996075228,2.0979677212758596
2011-10-17,31.28099947004332,109.02771615791788,4644.185533362149,4886.467079448979,2.0981216734517125
2011-10-18,31.240747676073855,108.98666323009573,4637.912510948428,4881.01816282273,2.098275625627566
2011-10-19,31.20049588210439,108.94561030227356,4631.639488534705,4875.56924619648,2.0984295778034183
